parcellation,scale,spintype,netclass,network,zscore,pval
atl-schaefer2018,500Parcels7Networks,vazquez-rodriguez,vek,limbic regions,-1.3651200192891504,0.16248375162483752
atl-schaefer2018,500Parcels7Networks,vazquez-rodriguez,vek,primary motor cortex,2.0490342162147566,0.049795020497950204
atl-schaefer2018,500Parcels7Networks,vazquez-rodriguez,vek,primary sensory cortex,2.749158523580467,0.014598540145985401
atl-schaefer2018,500Parcels7Networks,vazquez-rodriguez,vek,primary/secondary sensory,1.020464058662084,0.3067693230676932
atl-schaefer2018,500Parcels7Networks,vasa,vek,association cortex 1,-1.012094441920491,0.3354664533546645
atl-schaefer2018,500Parcels7Networks,vasa,vek,association cortex 2,0.1464063454558134,0.9033096690330967
atl-schaefer2018,500Parcels7Networks,vasa,vek,insular cortex,-0.5251309499036888,0.591940805919408
atl-schaefer2018,500Parcels7Networks,vasa,vek,limbic regions,-1.6905097977771648,0.07839216078392161
atl-schaefer2018,500Parcels7Networks,vasa,vek,primary motor cortex,2.3862113836495698,0.024297570242975703
atl-schaefer2018,500Parcels7Networks,vasa,vek,primary sensory cortex,3.22472860581227,0.0021997800219978004
atl-schaefer2018,500Parcels7Networks,vasa,vek,primary/secondary sensory,0.995062700965114,0.33326667333266674
atl-schaefer2018,500Parcels7Networks,hungarian,vek,association cortex 1,-0.9102688787564596,0.3902609739026097
atl-schaefer2018,500Parcels7Networks,hungarian,vek,association cortex 2,0.16764945040336712,0.8882111788821118
atl-schaefer2018,500Parcels7Networks,hungarian,vek,insular cortex,-0.5076487244082329,0.593040695930407
atl-schaefer2018,500Parcels7Networks,hungarian,vek,limbic regions,-1.6445531040410923,0.09709029097090291
atl-schaefer2018,500Parcels7Networks,hungarian,vek,primary motor cortex,2.3400582841021977,0.0174982501749825
atl-schaefer2018,500Parcels7Networks,hungarian,vek,primary sensory cortex,3.087933447959183,0.0047995200479952005
atl-schaefer2018,500Parcels7Networks,hungarian,vek,primary/secondary sensory,0.9046464133635332,0.36846315368463156
atl-schaefer2018,500Parcels7Networks,baum,vek,association cortex 1,-0.5820269546628878,0.5746425357464253
atl-schaefer2018,500Parcels7Networks,baum,vek,association cortex 2,0.2761468655065865,0.8285171482851715
atl-schaefer2018,500Parcels7Networks,baum,vek,insular cortex,-0.37863409266389125,0.6950304969503049
atl-schaefer2018,500Parcels7Networks,baum,vek,limbic regions,-1.6551337232483838,0.09809019098090191
atl-schaefer2018,500Parcels7Networks,baum,vek,primary motor cortex,2.1128843784869082,0.035996400359964
atl-schaefer2018,500Parcels7Networks,baum,vek,primary sensory cortex,2.9871607504907995,0.0057994200579942
atl-schaefer2018,500Parcels7Networks,baum,vek,primary/secondary sensory,0.9667071148112087,0.33266673332666735
atl-schaefer2018,500Parcels7Networks,cornblath,vek,association cortex 1,-0.5767784504906096,0.5800419958004199
atl-schaefer2018,500Parcels7Networks,cornblath,vek,association cortex 2,0.28551813044832497,0.8242175782421758
atl-schaefer2018,500Parcels7Networks,cornblath,vek,insular cortex,-0.38221905389326705,0.6941305869413059
atl-schaefer2018,500Parcels7Networks,cornblath,vek,limbic regions,-1.6774012076890399,0.09409059094090591
atl-schaefer2018,500Parcels7Networks,cornblath,vek,primary motor cortex,2.141540364760018,0.0334966503349665
atl-schaefer2018,500Parcels7Networks,cornblath,vek,primary sensory cortex,3.0512369172225786,0.004299570042995701
atl-schaefer2018,500Parcels7Networks,cornblath,vek,primary/secondary sensory,0.9864102860224281,0.32326767323267674
atl-schaefer2018,500Parcels7Networks,burt2018,vek,association cortex 1,-0.8894116052069264,0.41445855414458554
atl-schaefer2018,500Parcels7Networks,burt2018,vek,association cortex 2,0.31054844162767536,0.833016698330167
atl-schaefer2018,500Parcels7Networks,burt2018,vek,insular cortex,-0.4192507901442031,0.704029597040296
atl-schaefer2018,500Parcels7Networks,burt2018,vek,limbic regions,-1.6006441565168061,0.10988901109889011
atl-schaefer2018,500Parcels7Networks,burt2018,vek,primary motor cortex,3.0657556945155906,0.00019998000199980003
atl-schaefer2018,500Parcels7Networks,burt2018,vek,primary sensory cortex,3.7663316133212774,0.00029997000299970003
atl-schaefer2018,500Parcels7Networks,burt2018,vek,primary/secondary sensory,1.089172587827731,0.32796720327967205
atl-schaefer2018,500Parcels7Networks,burt2020,vek,association cortex 1,-1.1664027603904288,0.24737526247375263
atl-schaefer2018,500Parcels7Networks,burt2020,vek,association cortex 2,0.25212259776983875,0.8034196580341966
atl-schaefer2018,500Parcels7Networks,burt2020,vek,insular cortex,-0.691143010722363,0.47435256474352566
atl-schaefer2018,500Parcels7Networks,burt2020,vek,limbic regions,-2.3737851121363063,0.0164983501649835
atl-schaefer2018,500Parcels7Networks,burt2020,vek,primary motor cortex,2.9936023885337564,0.0040995900409959
atl-schaefer2018,500Parcels7Networks,burt2020,vek,primary sensory cortex,3.687962116456794,0.0004999500049995
atl-schaefer2018,500Parcels7Networks,burt2020,vek,primary/secondary sensory,1.109971645798072,0.2722727727227277
atl-schaefer2018,500Parcels7Networks,moran,vek,association cortex 1,-1.0023478302253854,0.36606339366063395
atl-schaefer2018,500Parcels7Networks,moran,vek,association cortex 2,0.16670099151134946,0.9154084591540846
atl-schaefer2018,500Parcels7Networks,moran,vek,insular cortex,-0.9800936329126629,0.33166683331666835
atl-schaefer2018,500Parcels7Networks,moran,vek,limbic regions,-2.1821657339298044,0.0245975402459754
atl-schaefer2018,500Parcels7Networks,moran,vek,primary motor cortex,1.5008328838480676,0.09429057094290572
atl-schaefer2018,500Parcels7Networks,moran,vek,primary sensory cortex,1.856546430518457,0.013798620137986202
atl-schaefer2018,500Parcels7Networks,moran,vek,primary/secondary sensory,1.1173674296100806,0.28047195280471954
atl-schaefer2018,500Parcels7Networks,naive-para,vek,association cortex 1,-0.1432172234578481,0.00028940976112588684
atl-schaefer2018,500Parcels7Networks,naive-para,vek,association cortex 2,0.07216862966243583,0.16990001362839185
atl-schaefer2018,500Parcels7Networks,naive-para,vek,insular cortex,-0.3678411970423304,0.07994948882507097
atl-schaefer2018,500Parcels7Networks,naive-para,vek,limbic regions,-0.7247428956139108,0.0012275912428657552
atl-schaefer2018,500Parcels7Networks,naive-para,vek,primary motor cortex,1.2308637102403408,1.025154067973131e-09
atl-schaefer2018,500Parcels7Networks,naive-para,vek,primary sensory cortex,1.0808469142647172,3.21404372072108e-12
atl-schaefer2018,500Parcels7Networks,naive-para,vek,primary/secondary sensory,0.2982760183286595,0.005485410125714339
atl-schaefer2018,600Parcels7Networks,naive-nonpara,vek,association cortex 1,-3.0822690117819724,0.0016998300169983002
atl-schaefer2018,600Parcels7Networks,naive-nonpara,vek,association cortex 2,0.6805191887843539,0.49275072492750727
atl-schaefer2018,600Parcels7Networks,naive-nonpara,vek,insular cortex,-2.194618116445265,0.028597140285971403
atl-schaefer2018,600Parcels7Networks,naive-nonpara,vek,limbic regions,-4.320476566761622,9.999000099990002e-05
atl-schaefer2018,600Parcels7Networks,naive-nonpara,vek,primary motor cortex,6.825563076905485,9.999000099990002e-05
atl-schaefer2018,600Parcels7Networks,naive-nonpara,vek,primary sensory cortex,6.4102013883156514,9.999000099990002e-05
atl-schaefer2018,600Parcels7Networks,naive-nonpara,vek,primary/secondary sensory,3.9874425443820463,0.00019998000199980003
atl-schaefer2018,600Parcels7Networks,vazquez-rodriguez,vek,association cortex 1,-0.1759266890601054,0.8538146185381462
atl-schaefer2018,600Parcels7Networks,vazquez-rodriguez,vek,association cortex 2,0.359806035193722,0.7768223177682232
atl-schaefer2018,600Parcels7Networks,vazquez-rodriguez,vek,insular cortex,-0.4255330452527478,0.635036496350365
atl-schaefer2018,600Parcels7Networks,vazquez-rodriguez,vek,limbic regions,-1.0192754055607154,0.29247075292470753
atl-schaefer2018,600Parcels7Networks,vazquez-rodriguez,vek,primary motor cortex,1.9217324167832568,0.05879412058794121
atl-schaefer2018,600Parcels7Networks,vazquez-rodriguez,vek,primary sensory cortex,2.667130670994745,0.009599040095990401
atl-schaefer2018,600Parcels7Networks,vazquez-rodriguez,vek,primary/secondary sensory,1.1623596031793468,0.2460753924607539
atl-schaefer2018,600Parcels7Networks,vasa,vek,association cortex 1,-1.0899743886312638,0.2943705629437056
atl-schaefer2018,600Parcels7Networks,vasa,vek,association cortex 2,0.099653259510587,0.9401059894010599
atl-schaefer2018,600Parcels7Networks,vasa,vek,insular cortex,-0.7070353367987939,0.47755224477552244
atl-schaefer2018,600Parcels7Networks,vasa,vek,limbic regions,-1.4286240589671488,0.15198480151984803
atl-schaefer2018,600Parcels7Networks,vasa,vek,primary motor cortex,2.354248426217172,0.021497850214978503
atl-schaefer2018,600Parcels7Networks,vasa,vek,primary sensory cortex,3.192433966660534,0.0022997700229977
atl-schaefer2018,600Parcels7Networks,vasa,vek,primary/secondary sensory,1.1860905703923827,0.24677532246775322
atl-schaefer2018,600Parcels7Networks,hungarian,vek,association cortex 1,-0.981123942278155,0.3424657534246575
atl-schaefer2018,600Parcels7Networks,hungarian,vek,association cortex 2,0.1146938526596344,0.9277072292770723
atl-schaefer2018,600Parcels7Networks,hungarian,vek,insular cortex,-0.6910345985822739,0.48835116488351166
atl-schaefer2018,600Parcels7Networks,hungarian,vek,limbic regions,-1.3767348188911888,0.1655834416558344
atl-schaefer2018,600Parcels7Networks,hungarian,vek,primary motor cortex,2.2896211235529056,0.019198080191980802
atl-schaefer2018,600Parcels7Networks,hungarian,vek,primary sensory cortex,3.038567692610892,0.0038996100389961006
atl-schaefer2018,600Parcels7Networks,hungarian,vek,primary/secondary sensory,1.098206733173048,0.272972702729727
atl-schaefer2018,600Parcels7Networks,baum,vek,association cortex 1,-0.5550771235637829,0.591940805919408
atl-schaefer2018,600Parcels7Networks,baum,vek,association cortex 2,0.263840375423338,0.8374162583741626
atl-schaefer2018,600Parcels7Networks,baum,vek,insular cortex,-0.47248833950235175,0.6211378862113789
atl-schaefer2018,600Parcels7Networks,baum,vek,limbic regions,-1.2728075166228003,0.19558044195580443
atl-schaefer2018,600Parcels7Networks,baum,vek,primary motor cortex,1.9768956867079719,0.04839516048395161
atl-schaefer2018,600Parcels7Networks,baum,vek,primary sensory cortex,2.895544673980607,0.0058994100589941
atl-schaefer2018,600Parcels7Networks,baum,vek,primary/secondary sensory,1.1175330262112644,0.26617338266173385
atl-schaefer2018,600Parcels7Networks,cornblath,vek,association cortex 1,-0.5601390544241138,0.5888411158884111
atl-schaefer2018,600Parcels7Networks,cornblath,vek,association cortex 2,0.2679528142244352,0.8337166283371663
atl-schaefer2018,600Parcels7Networks,cornblath,vek,insular cortex,-0.48124951042042147,0.6174382561743825
atl-schaefer2018,600Parcels7Networks,cornblath,vek,limbic regions,-1.2966433232127972,0.1862813718628137
atl-schaefer2018,600Parcels7Networks,cornblath,vek,primary motor cortex,2.0138994321583223,0.0458954104589541
atl-schaefer2018,600Parcels7Networks,cornblath,vek,primary sensory cortex,2.976331081385439,0.004899510048995101
atl-schaefer2018,600Parcels7Networks,cornblath,vek,primary/secondary sensory,1.1368846543702653,0.25977402259774024
atl-schaefer2018,600Parcels7Networks,burt2018,vek,association cortex 1,-1.2184646998107802,0.23727627237276272
atl-schaefer2018,600Parcels7Networks,burt2018,vek,association cortex 2,0.22757164970430993,0.8554144585541446
atl-schaefer2018,600Parcels7Networks,burt2018,vek,insular cortex,-0.7231118548415449,0.48205179482051796
atl-schaefer2018,600Parcels7Networks,burt2018,vek,limbic regions,-1.209155068604372,0.2562743725627437
atl-schaefer2018,600Parcels7Networks,burt2018,vek,primary motor cortex,2.9103645624737067,0.0015998400159984002
atl-schaefer2018,600Parcels7Networks,burt2018,vek,primary sensory cortex,3.575482592013285,9.999000099990002e-05
atl-schaefer2018,600Parcels7Networks,burt2018,vek,primary/secondary sensory,1.11955026335824,0.30496950304969506
atl-schaefer2018,600Parcels7Networks,burt2020,vek,association cortex 1,-1.277498300277148,0.20807919208079192
atl-schaefer2018,600Parcels7Networks,burt2020,vek,association cortex 2,0.19707214985001822,0.8491150884911509
atl-schaefer2018,600Parcels7Networks,burt2020,vek,insular cortex,-0.9146153957713762,0.35206479352064796
atl-schaefer2018,600Parcels7Networks,burt2020,vek,limbic regions,-2.0056584727318905,0.0446955304469553
atl-schaefer2018,600Parcels7Networks,burt2020,vek,primary motor cortex,2.8747199468473887,0.0051994800519948
atl-schaefer2018,600Parcels7Networks,burt2020,vek,primary sensory cortex,3.6401728200885297,0.00039996000399960006
atl-schaefer2018,600Parcels7Networks,burt2020,vek,primary/secondary sensory,1.3595574575145801,0.17628237176282371
atl-schaefer2018,600Parcels7Networks,moran,vek,association cortex 1,-1.1290142620537718,0.29357064293570645
atl-schaefer2018,600Parcels7Networks,moran,vek,association cortex 2,0.15515030899752763,0.9256074392560744
atl-schaefer2018,600Parcels7Networks,moran,vek,insular cortex,-1.1345748173526267,0.270972902709729
atl-schaefer2018,600Parcels7Networks,moran,vek,limbic regions,-2.0143020341344458,0.0397960203979602
atl-schaefer2018,600Parcels7Networks,moran,vek,primary motor cortex,1.6732287936340071,0.05069493050694931
atl-schaefer2018,600Parcels7Networks,moran,vek,primary sensory cortex,1.6897855643985797,0.009799020097990201
atl-schaefer2018,600Parcels7Networks,moran,vek,primary/secondary sensory,1.4421952711381036,0.1601839816018398
atl-schaefer2018,600Parcels7Networks,naive-para,vek,association cortex 1,-0.15870600363002235,1.803685857611764e-05
atl-schaefer2018,600Parcels7Networks,naive-para,vek,association cortex 2,0.05659045357885873,0.25845332882253147
atl-schaefer2018,600Parcels7Networks,naive-para,vek,insular cortex,-0.4742430871837972,0.007343735499142617
atl-schaefer2018,600Parcels7Networks,naive-para,vek,limbic regions,-0.6138718962536859,0.00035460606641701066
atl-schaefer2018,600Parcels7Networks,naive-para,vek,primary motor cortex,1.1974098598897251,1.7014312082898916e-09
atl-schaefer2018,600Parcels7Networks,naive-para,vek,primary sensory cortex,0.9889222551368212,5.698370046182559e-12
atl-schaefer2018,600Parcels7Networks,naive-para,vek,primary/secondary sensory,0.35178714422259155,0.0003136272494528866
atl-schaefer2018,700Parcels7Networks,naive-nonpara,vek,association cortex 1,-3.5323295863274384,0.0004999500049995
atl-schaefer2018,700Parcels7Networks,naive-nonpara,vek,association cortex 2,0.36587083650919,0.7142285771422858
atl-schaefer2018,700Parcels7Networks,naive-nonpara,vek,insular cortex,-1.941502434189456,0.05089491050894911
atl-schaefer2018,700Parcels7Networks,naive-nonpara,vek,limbic regions,-4.715386877921611,9.999000099990002e-05
atl-schaefer2018,700Parcels7Networks,naive-nonpara,vek,primary motor cortex,7.315391006442399,9.999000099990002e-05
atl-schaefer2018,700Parcels7Networks,naive-nonpara,vek,primary sensory cortex,7.0167097191811045,9.999000099990002e-05
atl-schaefer2018,700Parcels7Networks,naive-nonpara,vek,primary/secondary sensory,4.568172536909087,9.999000099990002e-05
atl-schaefer2018,700Parcels7Networks,vazquez-rodriguez,vek,association cortex 1,0.0002730327678289611,0.9996000399960004
atl-schaefer2018,700Parcels7Networks,vazquez-rodriguez,vek,association cortex 2,0.3785194870154353,0.7653234676532347
atl-schaefer2018,700Parcels7Networks,vazquez-rodriguez,vek,insular cortex,-0.3111203500415536,0.7288271172882712
atl-schaefer2018,700Parcels7Networks,vazquez-rodriguez,vek,limbic regions,-0.9101966024142918,0.35036496350364965
atl-schaefer2018,700Parcels7Networks,vazquez-rodriguez,vek,primary motor cortex,1.8885568889240483,0.06669333066693331
atl-schaefer2018,700Parcels7Networks,vazquez-rodriguez,vek,primary sensory cortex,2.508689299672197,0.0217978202179782
atl-schaefer2018,700Parcels7Networks,vazquez-rodriguez,vek,primary/secondary sensory,1.2706406584592347,0.20137986201379862
atl-schaefer2018,700Parcels7Networks,vasa,vek,association cortex 1,-1.1409443328544566,0.2692730726927307
atl-schaefer2018,700Parcels7Networks,vasa,vek,association cortex 2,-0.0006468151299276887,0.9997000299970003
atl-schaefer2018,700Parcels7Networks,vasa,vek,insular cortex,-0.6342910421118761,0.5268473152684732
atl-schaefer2018,700Parcels7Networks,vasa,vek,limbic regions,-1.4109595961196557,0.15228477152284772
atl-schaefer2018,700Parcels7Networks,vasa,vek,primary motor cortex,2.3082203980139258,0.0226977302269773
atl-schaefer2018,700Parcels7Networks,vasa,vek,primary sensory cortex,3.079374175320405,0.0034996500349965005
atl-schaefer2018,700Parcels7Networks,vasa,vek,primary/secondary sensory,1.3068175909428537,0.1947805219478052
atl-schaefer2018,700Parcels7Networks,hungarian,vek,association cortex 1,-1.0768104815708348,0.28357164283571645
atl-schaefer2018,700Parcels7Networks,hungarian,vek,association cortex 2,0.04095689770731964,0.9717028297170283
atl-schaefer2018,700Parcels7Networks,hungarian,vek,insular cortex,-0.6467810654786769,0.5226477352264773
atl-schaefer2018,700Parcels7Networks,hungarian,vek,limbic regions,-1.441739033837584,0.14808519148085192
atl-schaefer2018,700Parcels7Networks,hungarian,vek,primary motor cortex,2.3554433924217824,0.014598540145985401
atl-schaefer2018,700Parcels7Networks,hungarian,vek,primary sensory cortex,3.0858595080961737,0.0047995200479952005
atl-schaefer2018,700Parcels7Networks,hungarian,vek,primary/secondary sensory,1.2507354187282251,0.20607939206079393
atl-schaefer2018,700Parcels7Networks,baum,vek,association cortex 1,-0.5088822475027003,0.6205379462053795
atl-schaefer2018,700Parcels7Networks,baum,vek,association cortex 2,0.2578492041637345,0.8383161683831617
atl-schaefer2018,700Parcels7Networks,baum,vek,insular cortex,-0.39727879209972816,0.6797
atl-schaefer2018,700Parcels7Networks,baum,vek,limbic regions,-1.2794279319927695,0.192980701929807
atl-schaefer2018,700Parcels7Networks,baum,vek,primary motor cortex,2.049730107266402,0.042195780421957804
atl-schaefer2018,700Parcels7Networks,baum,vek,primary sensory cortex,2.846012802021036,0.008599140085991401
atl-schaefer2018,700Parcels7Networks,baum,vek,primary/secondary sensory,1.2539379891287108,0.21147885211478853
atl-schaefer2018,700Parcels7Networks,cornblath,vek,association cortex 1,-0.5060681001420423,0.6238376162383762
atl-schaefer2018,700Parcels7Networks,cornblath,vek,association cortex 2,0.26286805610176,0.8346165383461653
atl-schaefer2018,700Parcels7Networks,cornblath,vek,insular cortex,-0.39611574110489084,0.68
atl-schaefer2018,700Parcels7Networks,cornblath,vek,limbic regions,-1.2915957380112042,0.18748125187481252
atl-schaefer2018,700Parcels7Networks,cornblath,vek,primary motor cortex,2.071333441182037,0.041695830416958304
atl-schaefer2018,700Parcels7Networks,cornblath,vek,primary sensory cortex,2.8978080627866976,0.007799220077992201
atl-schaefer2018,700Parcels7Networks,cornblath,vek,primary/secondary sensory,1.2690485609096545,0.2074792520747925
atl-schaefer2018,700Parcels7Networks,burt2018,vek,association cortex 1,-1.5438271584660868,0.1197880211978802
atl-schaefer2018,700Parcels7Networks,burt2018,vek,association cortex 2,0.10741187111674363,0.927007299270073
atl-schaefer2018,700Parcels7Networks,burt2018,vek,insular cortex,-0.3076232025426273,0.8117188281171883
atl-schaefer2018,700Parcels7Networks,burt2018,vek,limbic regions,-1.2798701791607967,0.27177282271772824
atl-schaefer2018,700Parcels7Networks,burt2018,vek,primary motor cortex,3.5160372283234063,0.00019998000199980003
atl-schaefer2018,700Parcels7Networks,burt2018,vek,primary sensory cortex,4.594638488633731,0.00029997000299970003
atl-schaefer2018,700Parcels7Networks,burt2018,vek,primary/secondary sensory,0.9815180007376352,0.417958204179582
atl-schaefer2018,700Parcels7Networks,burt2020,vek,association cortex 1,-1.3764839331900622,0.17348265173482652
atl-schaefer2018,700Parcels7Networks,burt2020,vek,association cortex 2,0.09359065387882025,0.9299070092990701
atl-schaefer2018,700Parcels7Networks,burt2020,vek,insular cortex,-0.862877980282326,0.3798620137986201
atl-schaefer2018,700Parcels7Networks,burt2020,vek,limbic regions,-2.0251054360919936,0.038396160383961604
atl-schaefer2018,700Parcels7Networks,burt2020,vek,primary motor cortex,2.902204508942605,0.0053994600539946005
atl-schaefer2018,700Parcels7Networks,burt2020,vek,primary sensory cortex,3.607670439703151,0.0006999300069993001
atl-schaefer2018,700Parcels7Networks,burt2020,vek,primary/secondary sensory,1.5336069096824603,0.12588741125887412
atl-schaefer2018,700Parcels7Networks,moran,vek,association cortex 1,-1.0963501065339487,0.29627037296270375
atl-schaefer2018,700Parcels7Networks,moran,vek,association cortex 2,0.09243409467782285,0.9536046395360464
atl-schaefer2018,700Parcels7Networks,moran,vek,insular cortex,-1.0556759945853407,0.29757024297570245
atl-schaefer2018,700Parcels7Networks,moran,vek,limbic regions,-1.7196724261001577,0.0744925507449255
atl-schaefer2018,700Parcels7Networks,moran,vek,primary motor cortex,1.6721177419695725,0.058894110588941104
atl-schaefer2018,700Parcels7Networks,moran,vek,primary sensory cortex,1.7457154951517804,0.017698230176982303
atl-schaefer2018,700Parcels7Networks,moran,vek,primary/secondary sensory,1.225217509113501,0.23407659234076592
atl-schaefer2018,700Parcels7Networks,naive-para,vek,association cortex 1,-0.1641978140970337,1.0266350377181755e-06
atl-schaefer2018,700Parcels7Networks,naive-para,vek,association cortex 2,0.027625672665761238,0.5230100092059939
atl-schaefer2018,700Parcels7Networks,naive-para,vek,insular cortex,-0.4319719977713957,0.017168708337204856
atl-schaefer2018,700Parcels7Networks,naive-para,vek,limbic regions,-0.6234218700142691,0.0002843698694950027
atl-schaefer2018,700Parcels7Networks,naive-para,vek,primary motor cortex,1.1889103294482704,2.3077072034186327e-11
atl-schaefer2018,700Parcels7Networks,naive-para,vek,primary sensory cortex,0.9478374480052061,9.475456524279028e-14
atl-schaefer2018,700Parcels7Networks,naive-para,vek,primary/secondary sensory,0.3861848384802339,4.612757885053022e-06
atl-schaefer2018,800Parcels7Networks,naive-nonpara,vek,association cortex 1,-3.8738501958675844,0.00019998000199980003
atl-schaefer2018,800Parcels7Networks,naive-nonpara,vek,association cortex 2,0.8812357696749007,0.3765623437656234
atl-schaefer2018,800Parcels7Networks,naive-nonpara,vek,insular cortex,-2.1666617937207096,0.0336966303369663
atl-schaefer2018,800Parcels7Networks,naive-nonpara,vek,limbic regions,-5.180690258243611,9.999000099990002e-05
atl-schaefer2018,800Parcels7Networks,naive-nonpara,vek,primary motor cortex,7.679100667547381,9.999000099990002e-05
atl-schaefer2018,800Parcels7Networks,naive-nonpara,vek,primary sensory cortex,6.377529759287804,9.999000099990002e-05
atl-schaefer2018,800Parcels7Networks,naive-nonpara,vek,primary/secondary sensory,5.673219989718289,9.999000099990002e-05
atl-schaefer2018,800Parcels7Networks,vazquez-rodriguez,vek,association cortex 1,0.025993436407607144,0.9797020297970203
atl-schaefer2018,800Parcels7Networks,vazquez-rodriguez,vek,association cortex 2,0.46782483834785016,0.7124287571242875
atl-schaefer2018,800Parcels7Networks,vazquez-rodriguez,vek,insular cortex,-0.3170564851264247,0.7211278872112789
atl-schaefer2018,800Parcels7Networks,vazquez-rodriguez,vek,limbic regions,-0.8315488670071913,0.37906209379062095
atl-schaefer2018,800Parcels7Networks,vazquez-rodriguez,vek,primary motor cortex,1.8678925958493782,0.0675932406759324
atl-schaefer2018,800Parcels7Networks,vazquez-rodriguez,vek,primary sensory cortex,2.2482843222049094,0.0385961403859614
atl-schaefer2018,800Parcels7Networks,vazquez-rodriguez,vek,primary/secondary sensory,1.3753356572819222,0.16448355164483552
atl-schaefer2018,800Parcels7Networks,vasa,vek,association cortex 1,-1.2294013410119002,0.23467653234676533
atl-schaefer2018,800Parcels7Networks,vasa,vek,association cortex 2,0.127370364240477,0.9185081491850815
atl-schaefer2018,800Parcels7Networks,vasa,vek,insular cortex,-0.6363186908915824,0.5216478352164784
atl-schaefer2018,800Parcels7Networks,vasa,vek,limbic regions,-1.453988800870382,0.1354864513548645
atl-schaefer2018,800Parcels7Networks,vasa,vek,primary motor cortex,2.332839095578466,0.0245975402459754
atl-schaefer2018,800Parcels7Networks,vasa,vek,primary sensory cortex,2.7344343521601693,0.013098690130986902
atl-schaefer2018,800Parcels7Networks,vasa,vek,primary/secondary sensory,1.471455966457655,0.14728527147285272
atl-schaefer2018,800Parcels7Networks,hungarian,vek,association cortex 1,-1.178172948891004,0.24797520247975202
atl-schaefer2018,800Parcels7Networks,hungarian,vek,association cortex 2,0.16255578326628561,0.8983101689831017
atl-schaefer2018,800Parcels7Networks,hungarian,vek,insular cortex,-0.6491054845422163,0.5214478552144786
atl-schaefer2018,800Parcels7Networks,hungarian,vek,limbic regions,-1.443273588448188,0.1468853114688531
atl-schaefer2018,800Parcels7Networks,hungarian,vek,primary motor cortex,2.3835088676099816,0.014498550144985502
atl-schaefer2018,800Parcels7Networks,hungarian,vek,primary sensory cortex,2.784815351084037,0.008599140085991401
atl-schaefer2018,800Parcels7Networks,hungarian,vek,primary/secondary sensory,1.4559657296699258,0.14828517148285172
atl-schaefer2018,800Parcels7Networks,baum,vek,association cortex 1,-0.5162881318392205,0.617038296170383
atl-schaefer2018,800Parcels7Networks,baum,vek,association cortex 2,0.3534644061207251,0.786021397860214
atl-schaefer2018,800Parcels7Networks,baum,vek,insular cortex,-0.39978150920872635,0.6697330266973303
atl-schaefer2018,800Parcels7Networks,baum,vek,limbic regions,-1.2217232498705848,0.21077892210778923
atl-schaefer2018,800Parcels7Networks,baum,vek,primary motor cortex,2.0378838158201247,0.0435956404359564
atl-schaefer2018,800Parcels7Networks,baum,vek,primary sensory cortex,2.5677843088483603,0.016998300169983
atl-schaefer2018,800Parcels7Networks,baum,vek,primary/secondary sensory,1.3913209456200861,0.16448355164483552
atl-schaefer2018,800Parcels7Networks,cornblath,vek,association cortex 1,-0.5162980566338568,0.6164383561643836
atl-schaefer2018,800Parcels7Networks,cornblath,vek,association cortex 2,0.3572379226043433,0.7863213678632137
atl-schaefer2018,800Parcels7Networks,cornblath,vek,insular cortex,-0.4006125876702619,0.6732326767323268
atl-schaefer2018,800Parcels7Networks,cornblath,vek,limbic regions,-1.235972520805372,0.20777922207779223
atl-schaefer2018,800Parcels7Networks,cornblath,vek,primary motor cortex,2.058275727860752,0.0420957904209579
atl-schaefer2018,800Parcels7Networks,cornblath,vek,primary sensory cortex,2.606212497022993,0.015898410158984102
atl-schaefer2018,800Parcels7Networks,cornblath,vek,primary/secondary sensory,1.40787888327627,0.16078392160783922
atl-schaefer2018,800Parcels7Networks,burt2018,vek,association cortex 1,-0.9536504038194892,0.43915608439156084
atl-schaefer2018,800Parcels7Networks,burt2018,vek,association cortex 2,0.3746009167073554,0.7285271472852715
atl-schaefer2018,800Parcels7Networks,burt2018,vek,insular cortex,-0.5002799314137755,0.6877312268773123
atl-schaefer2018,800Parcels7Networks,burt2018,vek,limbic regions,-1.7601672094823122,0.0598940105989401
atl-schaefer2018,800Parcels7Networks,burt2018,vek,primary motor cortex,2.514599883824696,0.007499250074992501
atl-schaefer2018,800Parcels7Networks,burt2018,vek,primary sensory cortex,2.3901478573038495,0.0197980201979802
atl-schaefer2018,800Parcels7Networks,burt2018,vek,primary/secondary sensory,1.509758347011057,0.13238676132386762
atl-schaefer2018,800Parcels7Networks,burt2020,vek,association cortex 1,-1.4519253497306546,0.14978502149785022
atl-schaefer2018,800Parcels7Networks,burt2020,vek,association cortex 2,0.22846255777483077,0.8232176782321767
atl-schaefer2018,800Parcels7Networks,burt2020,vek,insular cortex,-0.8717851632087485,0.3725627437256274
atl-schaefer2018,800Parcels7Networks,burt2020,vek,limbic regions,-2.051441914504234,0.0377962203779622
atl-schaefer2018,800Parcels7Networks,burt2020,vek,primary motor cortex,2.9050059724349357,0.0044995500449955
atl-schaefer2018,800Parcels7Networks,burt2020,vek,primary sensory cortex,3.234748707045574,0.0030996900309969004
atl-schaefer2018,800Parcels7Networks,burt2020,vek,primary/secondary sensory,1.7499877555195136,0.0810918908109189
atl-schaefer2018,800Parcels7Networks,moran,vek,association cortex 1,-1.4063088605263108,0.1698830116988301
